genome_accession,protein_id,category,emb_row,role,is_positive,phylum,length_aa,pfam_family
GB_GCA_015485525.1,WFTM01000452.1_13,characterised_at_t0,51496,reference,False,KSB1,1064,
GB_GCA_015485525.1,WFTM01000027.1_1,characterised_at_t0,51497,reference,False,KSB1,600,
GB_GCA_002327255.1,DCUM01000151.1_23,characterised_at_t0,51498,reference,False,KSB1,278,
GB_GCA_015485525.1,WFTM01000081.1_4,characterised_at_t0,51499,reference,False,KSB1,245,PF01553.24
GB_GCA_015485525.1,WFTM01000316.1_2,characterised_at_t0,51500,reference,False,KSB1,450,
GB_GCA_002327255.1,DCUM01000014.1_11,characterised_at_t0,51501,reference,False,KSB1,851,PF00246.27
GB_GCA_015485525.1,WFTM01000186.1_9,characterised_at_t0,51502,reference,False,KSB1,433,PF07980.14
GB_GCA_002327255.1,DCUM01000042.1_2,characterised_at_t0,51503,reference,False,KSB1,942,PF00246.27
GB_GCA_015485525.1,WFTM01000206.1_2,characterised_at_t0,51504,reference,False,KSB1,1098,
GB_GCA_015485525.1,WFTM01000125.1_7,characterised_at_t0,51505,reference,False,KSB1,275,PF05721.16
GB_GCA_002327255.1,DCUM01000146.1_33,characterised_at_t0,51506,reference,False,KSB1,749,
GB_GCA_002327255.1,DCUM01000148.1_4,characterised_at_t0,51507,reference,False,KSB1,308,
GB_GCA_015485525.1,WFTM01000076.1_8,characterised_at_t0,51508,reference,False,KSB1,261,
GB_GCA_002327255.1,DCUM01000020.1_33,characterised_at_t0,51509,reference,False,KSB1,291,PF00809.25
GB_GCA_015485525.1,WFTM01000034.1_2,characterised_at_t0,51510,reference,False,KSB1,381,PF01702.21
GB_GCA_015485525.1,WFTM01000015.1_3,characterised_at_t0,51511,reference,False,KSB1,87,PF07238.17
GB_GCA_002327255.1,DCUM01000008.1_23,characterised_at_t0,51512,reference,False,KSB1,184,PF01025.22
GB_GCA_002327255.1,DCUM01000130.1_8,characterised_at_t0,51513,reference,False,KSB1,444,
GB_GCA_015485525.1,WFTM01000054.1_1,characterised_at_t0,51514,reference,False,KSB1,871,
GB_GCA_002327255.1,DCUM01000005.1_6,characterised_at_t0,51515,reference,False,KSB1,373,
GB_GCA_002327255.1,DCUM01000083.1_11,characterised_at_t0,51516,reference,False,KSB1,695,
GB_GCA_015485525.1,WFTM01000433.1_35,characterised_at_t0,51517,reference,False,KSB1,313,PF01063.22
GB_GCA_016719645.1,JADJYS010000002.1_133,characterised_at_t0,51518,reference,False,Krumholzibacteriota,256,
GB_GCA_016719645.1,JADJYS010000006.1_189,characterised_at_t0,51519,reference,False,Krumholzibacteriota,453,
GB_GCA_016719645.1,JADJYS010000028.1_9,characterised_at_t0,51520,reference,False,Krumholzibacteriota,395,
GB_GCA_002747875.1,PDQT01000182.1_9,characterised_at_t0,51521,reference,False,Krumholzibacteriota,145,PF02681.17
GB_GCA_002747875.1,PDQT01000028.1_2,characterised_at_t0,51522,reference,False,Krumholzibacteriota,95,
GB_GCA_002747875.1,PDQT01000360.1_1,characterised_at_t0,51523,reference,False,Krumholzibacteriota,183,PF13801.9
GB_GCA_016719645.1,JADJYS010000018.1_36,characterised_at_t0,51524,reference,False,Krumholzibacteriota,1025,
GB_GCA_016719645.1,JADJYS010000001.1_315,characterised_at_t0,51525,reference,False,Krumholzibacteriota,344,PF06182.14
GB_GCA_002747875.1,PDQT01000266.1_2,characterised_at_t0,51526,reference,False,Krumholzibacteriota,421,
GB_GCA_016719645.1,JADJYS010000002.1_428,characterised_at_t0,51527,reference,False,Krumholzibacteriota,458,
GB_GCA_016719645.1,JADJYS010000001.1_374,characterised_at_t0,51528,reference,False,Krumholzibacteriota,217,
GB_GCA_016719645.1,JADJYS010000036.1_37,characterised_at_t0,51529,reference,False,Krumholzibacteriota,269,
GB_GCA_002747875.1,PDQT01000120.1_2,characterised_at_t0,51530,reference,False,Krumholzibacteriota,191,PF00156.30
GB_GCA_016719645.1,JADJYS010000035.1_22,characterised_at_t0,51531,reference,False,Krumholzibacteriota,1085,
GB_GCA_002747875.1,PDQT01000291.1_4,characterised_at_t0,51532,reference,False,Krumholzibacteriota,330,PF01436.24
GB_GCA_016719645.1,JADJYS010000036.1_59,characterised_at_t0,51533,reference,False,Krumholzibacteriota,199,PF08212.15
GB_GCA_016719645.1,JADJYS010000010.1_110,characterised_at_t0,51534,reference,False,Krumholzibacteriota,897,PF19313.2
GB_GCA_002747875.1,PDQT01000283.1_11,characterised_at_t0,51535,reference,False,Krumholzibacteriota,147,PF09527.13
GB_GCA_016719645.1,JADJYS010000034.1_9,characterised_at_t0,51536,reference,False,Krumholzibacteriota,401,PF01844.26
GB_GCA_002747875.1,PDQT01000257.1_1,characterised_at_t0,51537,reference,False,Krumholzibacteriota,951,PF13779.9
GB_GCA_002747875.1,PDQT01000238.1_10,characterised_at_t0,51538,reference,False,Krumholzibacteriota,235,
GB_GCA_002747875.1,PDQT01000267.1_1,characterised_at_t0,51539,reference,False,Krumholzibacteriota,266,PF00474.20
GB_GCA_016719645.1,JADJYS010000014.1_31,characterised_at_t0,51540,reference,False,Krumholzibacteriota,200,
GB_GCA_016719645.1,JADJYS010000002.1_187,characterised_at_t0,51541,reference,False,Krumholzibacteriota,461,
GB_GCA_002747875.1,PDQT01000025.1_11,characterised_at_t0,51542,reference,False,Krumholzibacteriota,349,
GB_GCA_002747875.1,PDQT01000299.1_23,characterised_at_t0,51543,reference,False,Krumholzibacteriota,314,
GB_GCA_016719645.1,JADJYS010000030.1_16,characterised_at_t0,51544,reference,False,Krumholzibacteriota,428,PF00202.24
GB_GCA_016719645.1,JADJYS010000002.1_112,characterised_at_t0,51545,reference,False,Krumholzibacteriota,207,PF00596.24
GB_GCA_016719645.1,JADJYS010000001.1_401,characterised_at_t0,51546,reference,False,Krumholzibacteriota,351,
GB_GCA_002747875.1,PDQT01000273.1_19,characterised_at_t0,51547,reference,False,Krumholzibacteriota,216,PF00293.31
GB_GCA_016719645.1,JADJYS010000004.1_11,characterised_at_t0,51548,reference,False,Krumholzibacteriota,675,
GB_GCA_002747875.1,PDQT01000179.1_7,characterised_at_t0,51549,reference,False,Krumholzibacteriota,198,PF00440.26
GB_GCA_016719645.1,JADJYS010000001.1_322,characterised_at_t0,51550,reference,False,Krumholzibacteriota,517,PF01039.25
GB_GCA_016719645.1,JADJYS010000013.1_29,characterised_at_t0,51551,reference,False,Krumholzibacteriota,218,
GB_GCA_002747875.1,PDQT01000223.1_7,characterised_at_t0,51552,reference,False,Krumholzibacteriota,259,
GB_GCA_002747875.1,PDQT01000197.1_8,characterised_at_t0,51553,reference,False,Krumholzibacteriota,461,PF13562.9
GB_GCA_002747875.1,PDQT01000086.1_6,characterised_at_t0,51554,reference,False,Krumholzibacteriota,478,
GB_GCA_016719645.1,JADJYS010000009.1_13,characterised_at_t0,51555,reference,False,Krumholzibacteriota,196,PF02669.18
GB_GCA_002747875.1,PDQT01000047.1_9,characterised_at_t0,51556,reference,False,Krumholzibacteriota,356,PF01008.20
GB_GCA_016719645.1,JADJYS010000037.1_61,characterised_at_t0,51557,reference,False,Krumholzibacteriota,194,
GB_GCA_002747875.1,PDQT01000267.1_6,characterised_at_t0,51558,reference,False,Krumholzibacteriota,412,
GB_GCA_002747875.1,PDQT01000312.1_3,characterised_at_t0,51559,reference,False,Krumholzibacteriota,160,PF00857.23
GB_GCA_002747875.1,PDQT01000251.1_4,characterised_at_t0,51560,reference,False,Krumholzibacteriota,432,PF00496.25
GB_GCA_002747875.1,PDQT01000017.1_2,characterised_at_t0,51561,reference,False,Krumholzibacteriota,581,
GB_GCA_016719645.1,JADJYS010000006.1_176,characterised_at_t0,51562,reference,False,Krumholzibacteriota,489,
GB_GCA_016719645.1,JADJYS010000032.1_2,characterised_at_t0,51563,reference,False,Krumholzibacteriota,163,PF07690.19
GB_GCA_016719645.1,JADJYS010000026.1_3,characterised_at_t0,51564,reference,False,Krumholzibacteriota,897,
GB_GCA_016719645.1,JADJYS010000001.1_426,characterised_at_t0,51565,reference,False,Krumholzibacteriota,493,
GB_GCA_002747875.1,PDQT01000292.1_5,characterised_at_t0,51566,reference,False,Krumholzibacteriota,435,PF00344.23
GB_GCA_016719645.1,JADJYS010000010.1_97,characterised_at_t0,51567,reference,False,Krumholzibacteriota,243,PF00912.25
GB_GCA_002747875.1,PDQT01000273.1_7,characterised_at_t0,51568,reference,False,Krumholzibacteriota,338,
GB_GCA_016719645.1,JADJYS010000012.1_42,characterised_at_t0,51569,reference,False,Krumholzibacteriota,390,
GB_GCA_002747875.1,PDQT01000253.1_3,characterised_at_t0,51570,reference,False,Krumholzibacteriota,1024,PF00082.25
GB_GCA_016719645.1,JADJYS010000002.1_148,characterised_at_t0,51571,reference,False,Krumholzibacteriota,486,
GB_GCA_016719645.1,JADJYS010000009.1_22,characterised_at_t0,51572,reference,False,Krumholzibacteriota,496,
GB_GCA_002747875.1,PDQT01000152.1_6,characterised_at_t0,51573,reference,False,Krumholzibacteriota,267,
GB_GCA_016719645.1,JADJYS010000033.1_32,characterised_at_t0,51574,reference,False,Krumholzibacteriota,162,PF01257.22
GB_GCA_002747875.1,PDQT01000036.1_8,characterised_at_t0,51575,reference,False,Krumholzibacteriota,154,PF01928.24
GB_GCA_002747875.1,PDQT01000041.1_4,characterised_at_t0,51576,reference,False,Krumholzibacteriota,252,
GB_GCA_002747875.1,PDQT01000315.1_5,characterised_at_t0,51577,reference,False,Krumholzibacteriota,247,PF00535.29
GB_GCA_002747875.1,PDQT01000152.1_21,characterised_at_t0,51578,reference,False,Krumholzibacteriota,225,PF02631.19
GB_GCA_016719645.1,JADJYS010000030.1_29,characterised_at_t0,51579,reference,False,Krumholzibacteriota,205,PF04264.16
GB_GCA_002747875.1,PDQT01000078.1_9,characterised_at_t0,51580,reference,False,Krumholzibacteriota,142,PF02082.23
GB_GCA_016719645.1,JADJYS010000001.1_105,characterised_at_t0,51581,reference,False,Krumholzibacteriota,184,PF00156.30
GB_GCA_002747875.1,PDQT01000193.1_4,characterised_at_t0,51582,reference,False,Krumholzibacteriota,494,
GB_GCA_002747875.1,PDQT01000362.1_3,characterised_at_t0,51583,reference,False,Krumholzibacteriota,233,PF07885.19
GB_GCA_002747875.1,PDQT01000349.1_1,characterised_at_t0,51584,reference,False,Krumholzibacteriota,207,
GB_GCA_002747875.1,PDQT01000064.1_23,characterised_at_t0,51585,reference,False,Krumholzibacteriota,252,
GB_GCA_002747875.1,PDQT01000290.1_2,characterised_at_t0,51586,reference,False,Krumholzibacteriota,431,PF01979.23
GB_GCA_002747875.1,PDQT01000222.1_8,characterised_at_t0,51587,reference,False,Krumholzibacteriota,432,PF03773.16
GB_GCA_002747875.1,PDQT01000024.1_3,characterised_at_t0,51588,reference,False,Krumholzibacteriota,461,
GB_GCA_002747875.1,PDQT01000042.1_5,characterised_at_t0,51589,reference,False,Krumholzibacteriota,150,PF10722.12
GB_GCA_016719645.1,JADJYS010000028.1_87,characterised_at_t0,51590,reference,False,Krumholzibacteriota,1031,PF00754.28
GB_GCA_016719645.1,JADJYS010000010.1_87,characterised_at_t0,51591,reference,False,Krumholzibacteriota,323,
GB_GCA_002747875.1,PDQT01000038.1_2,characterised_at_t0,51592,reference,False,Krumholzibacteriota,354,PF00291.28
GB_GCA_002747875.1,PDQT01000057.1_6,characterised_at_t0,51593,reference,False,Krumholzibacteriota,154,PF13690.9
GB_GCA_002747875.1,PDQT01000303.1_14,characterised_at_t0,51594,reference,False,Krumholzibacteriota,141,PF13581.9
GB_GCA_016719645.1,JADJYS010000001.1_503,characterised_at_t0,51595,reference,False,Krumholzibacteriota,181,PF01202.25
GB_GCA_016719645.1,JADJYS010000004.1_194,characterised_at_t0,51596,reference,False,Krumholzibacteriota,259,PF02492.22
GB_GCA_002747875.1,PDQT01000204.1_8,characterised_at_t0,51597,reference,False,Krumholzibacteriota,134,PF13860.9
GB_GCA_016719645.1,JADJYS010000002.1_325,characterised_at_t0,51598,reference,False,Krumholzibacteriota,435,
GB_GCA_002747875.1,PDQT01000258.1_3,characterised_at_t0,51599,reference,False,Krumholzibacteriota,119,PF06305.14
GB_GCA_016719645.1,JADJYS010000016.1_30,characterised_at_t0,51600,reference,False,Krumholzibacteriota,184,PF08002.14
GB_GCA_002747875.1,PDQT01000246.1_4,characterised_at_t0,51601,reference,False,Krumholzibacteriota,764,
GB_GCA_016719645.1,JADJYS010000008.1_17,characterised_at_t0,51602,reference,False,Krumholzibacteriota,416,PF19863.2
GB_GCA_016719645.1,JADJYS010000035.1_9,characterised_at_t0,51603,reference,False,Krumholzibacteriota,1495,PF04357.16
GB_GCA_002747875.1,PDQT01000022.1_2,characterised_at_t0,51604,reference,False,Krumholzibacteriota,349,
GB_GCA_002747875.1,PDQT01000197.1_18,characterised_at_t0,51605,reference,False,Krumholzibacteriota,309,PF13391.9
GB_GCA_016719645.1,JADJYS010000001.1_354,characterised_at_t0,51606,reference,False,Krumholzibacteriota,337,
GB_GCA_016719645.1,JADJYS010000001.1_399,characterised_at_t0,51607,reference,False,Krumholzibacteriota,431,PF05036.16
GB_GCA_002747875.1,PDQT01000127.1_2,characterised_at_t0,51608,reference,False,Krumholzibacteriota,450,PF01654.20
GB_GCA_002747875.1,PDQT01000140.1_5,characterised_at_t0,51609,reference,False,Krumholzibacteriota,237,PF01027.23
GB_GCA_002747875.1,PDQT01000164.1_4,characterised_at_t0,51610,reference,False,Krumholzibacteriota,163,PF03975.16
GB_GCA_016719645.1,JADJYS010000002.1_396,characterised_at_t0,51611,reference,False,Krumholzibacteriota,362,PF02606.17
GB_GCA_016719645.1,JADJYS010000037.1_101,characterised_at_t0,51612,reference,False,Krumholzibacteriota,776,PF13860.9
GB_GCA_016719645.1,JADJYS010000001.1_391,characterised_at_t0,51613,reference,False,Krumholzibacteriota,135,PF01250.20
GB_GCA_016719645.1,JADJYS010000006.1_14,characterised_at_t0,51614,reference,False,Krumholzibacteriota,615,PF07940.16
GB_GCA_002747875.1,PDQT01000156.1_4,characterised_at_t0,51615,reference,False,Krumholzibacteriota,374,PF02119.19
GB_GCA_002747875.1,PDQT01000132.1_6,characterised_at_t0,51616,reference,False,Krumholzibacteriota,307,PF04151.18
GB_GCA_002747875.1,PDQT01000089.1_2,characterised_at_t0,51617,reference,False,Krumholzibacteriota,415,
GB_GCA_002747875.1,PDQT01000288.1_16,characterised_at_t0,51618,reference,False,Krumholzibacteriota,401,
GB_GCA_002747875.1,PDQT01000032.1_2,characterised_at_t0,51619,reference,False,Krumholzibacteriota,386,
GB_GCA_016719645.1,JADJYS010000012.1_60,characterised_at_t0,51620,reference,False,Krumholzibacteriota,163,PF00710.23
GB_GCA_002747875.1,PDQT01000159.1_14,characterised_at_t0,51621,reference,False,Krumholzibacteriota,250,PF00902.21
GB_GCA_016719645.1,JADJYS010000007.1_6,characterised_at_t0,51622,reference,False,Krumholzibacteriota,89,PF07638.14
GB_GCA_002747875.1,PDQT01000283.1_8,characterised_at_t0,51623,reference,False,Krumholzibacteriota,259,PF00119.23
GB_GCA_002747875.1,PDQT01000216.1_7,characterised_at_t0,51624,reference,False,Krumholzibacteriota,503,
GB_GCA_002747875.1,PDQT01000081.1_11,characterised_at_t0,51625,reference,False,Krumholzibacteriota,66,PF01632.22
GB_GCA_016719645.1,JADJYS010000001.1_311,characterised_at_t0,51626,reference,False,Krumholzibacteriota,454,PF01554.21
GB_GCA_002747875.1,PDQT01000098.1_1,characterised_at_t0,51627,reference,False,Krumholzibacteriota,127,PF02720.20
GB_GCA_002747875.1,PDQT01000139.1_6,characterised_at_t0,51628,reference,False,Krumholzibacteriota,439,
GB_GCA_016719645.1,JADJYS010000010.1_83,characterised_at_t0,51629,reference,False,Krumholzibacteriota,245,
GB_GCA_002747875.1,PDQT01000180.1_7,characterised_at_t0,51630,reference,False,Krumholzibacteriota,177,PF13490.9
GB_GCA_016719645.1,JADJYS010000001.1_407,characterised_at_t0,51631,reference,False,Krumholzibacteriota,265,
GB_GCA_016719645.1,JADJYS010000001.1_294,characterised_at_t0,51632,reference,False,Krumholzibacteriota,681,
GB_GCA_002747875.1,PDQT01000226.1_12,characterised_at_t0,51633,reference,False,Krumholzibacteriota,108,PF02699.18
GB_GCA_016719645.1,JADJYS010000013.1_2,characterised_at_t0,51634,reference,False,Krumholzibacteriota,304,PF13401.9
GB_GCA_002747875.1,PDQT01000036.1_2,characterised_at_t0,51635,reference,False,Krumholzibacteriota,320,PF01545.24
GB_GCA_016719645.1,JADJYS010000001.1_199,characterised_at_t0,51636,reference,False,Krumholzibacteriota,356,
GB_GCA_002747875.1,PDQT01000226.1_13,characterised_at_t0,51637,reference,False,Krumholzibacteriota,189,PF01327.24
GB_GCA_002747875.1,PDQT01000051.1_2,characterised_at_t0,51638,reference,False,Krumholzibacteriota,712,PF01642.25
GB_GCA_002747875.1,PDQT01000152.1_3,characterised_at_t0,51639,reference,False,Krumholzibacteriota,137,PF02472.19
GB_GCA_016719645.1,JADJYS010000002.1_185,characterised_at_t0,51640,reference,False,Krumholzibacteriota,303,PF00294.27
GB_GCA_002747875.1,PDQT01000252.1_1,characterised_at_t0,51641,reference,False,Krumholzibacteriota,537,
GB_GCA_002747875.1,PDQT01000049.1_3,characterised_at_t0,51642,reference,False,Krumholzibacteriota,252,
GB_GCA_016719645.1,JADJYS010000001.1_518,characterised_at_t0,51643,reference,False,Krumholzibacteriota,293,
GB_GCA_002747875.1,PDQT01000070.1_12,characterised_at_t0,51644,reference,False,Krumholzibacteriota,459,
GB_GCA_002747875.1,PDQT01000269.1_1,characterised_at_t0,51645,reference,False,Krumholzibacteriota,74,PF13701.9
GB_GCA_002747875.1,PDQT01000159.1_8,characterised_at_t0,51646,reference,False,Krumholzibacteriota,441,
GB_GCA_002747875.1,PDQT01000132.1_10,characterised_at_t0,51647,reference,False,Krumholzibacteriota,258,PF13386.9
GB_GCA_002747875.1,PDQT01000216.1_27,characterised_at_t0,51648,reference,False,Krumholzibacteriota,126,PF01052.23
GB_GCA_016719645.1,JADJYS010000009.1_66,characterised_at_t0,51649,reference,False,Krumholzibacteriota,133,PF02082.23
GB_GCA_016719645.1,JADJYS010000009.1_30,characterised_at_t0,51650,reference,False,Krumholzibacteriota,1165,
GB_GCA_016719645.1,JADJYS010000010.1_88,characterised_at_t0,51651,reference,False,Krumholzibacteriota,296,
GB_GCA_016719645.1,JADJYS010000033.1_109,characterised_at_t0,51652,reference,False,Krumholzibacteriota,167,PF04224.15
GB_GCA_002747875.1,PDQT01000220.1_4,characterised_at_t0,51653,reference,False,Krumholzibacteriota,233,
GB_GCA_016719645.1,JADJYS010000036.1_73,characterised_at_t0,51654,reference,False,Krumholzibacteriota,296,PF05681.17
GB_GCA_002747875.1,PDQT01000175.1_16,characterised_at_t0,51655,reference,False,Krumholzibacteriota,232,
GB_GCA_002747875.1,PDQT01000296.1_12,characterised_at_t0,51656,reference,False,Krumholzibacteriota,114,PF04026.15
GB_GCA_002747875.1,PDQT01000130.1_2,characterised_at_t0,51657,reference,False,Krumholzibacteriota,98,PF00216.24
GB_GCA_016719645.1,JADJYS010000005.1_19,characterised_at_t0,51658,reference,False,Krumholzibacteriota,170,PF02915.20
GB_GCA_002747875.1,PDQT01000058.1_8,characterised_at_t0,51659,reference,False,Krumholzibacteriota,325,
GB_GCA_002747875.1,PDQT01000291.1_1,characterised_at_t0,51660,reference,False,Krumholzibacteriota,110,PF18962.3
GB_GCA_016719645.1,JADJYS010000006.1_29,characterised_at_t0,51661,reference,False,Krumholzibacteriota,321,
GB_GCA_002747875.1,PDQT01000121.1_3,characterised_at_t0,51662,reference,False,Krumholzibacteriota,233,PF03483.20
GB_GCA_016719645.1,JADJYS010000023.1_13,characterised_at_t0,51663,reference,False,Krumholzibacteriota,456,PF03781.19
GB_GCA_016719645.1,JADJYS010000009.1_134,characterised_at_t0,51664,reference,False,Krumholzibacteriota,372,
GB_GCA_002747875.1,PDQT01000055.1_1,characterised_at_t0,51665,reference,False,Krumholzibacteriota,338,
GB_GCA_016719645.1,JADJYS010000001.1_45,characterised_at_t0,51666,reference,False,Krumholzibacteriota,339,
GB_GCA_002747875.1,PDQT01000257.1_2,characterised_at_t0,51667,reference,False,Krumholzibacteriota,227,PF13709.9
GB_GCA_002747875.1,PDQT01000329.1_5,characterised_at_t0,51668,reference,False,Krumholzibacteriota,458,
GB_GCA_002747875.1,PDQT01000159.1_3,characterised_at_t0,51669,reference,False,Krumholzibacteriota,592,PF00932.22
GB_GCA_002747875.1,PDQT01000283.1_23,characterised_at_t0,51670,reference,False,Krumholzibacteriota,45,PF00468.20
GB_GCA_016719645.1,JADJYS010000004.1_188,characterised_at_t0,51671,reference,False,Krumholzibacteriota,473,
GB_GCA_016719645.1,JADJYS010000001.1_319,characterised_at_t0,51672,reference,False,Krumholzibacteriota,377,PF02073.18
GB_GCA_016719645.1,JADJYS010000006.1_142,characterised_at_t0,51673,reference,False,Krumholzibacteriota,263,PF00814.28
GB_GCA_002747875.1,PDQT01000263.1_2,characterised_at_t0,51674,reference,False,Krumholzibacteriota,755,
GB_GCA_002747875.1,PDQT01000146.1_2,characterised_at_t0,51675,reference,False,Krumholzibacteriota,499,
GB_GCA_002727195.1,PBWH01000009.1_131,characterised_at_t0,51676,reference,False,Latescibacterota,437,PF15892.8
GB_GCA_002727195.1,PBWH01000031.1_13,characterised_at_t0,51677,reference,False,Latescibacterota,327,PF00248.24
GB_GCA_002727195.1,PBWH01000035.1_24,characterised_at_t0,51678,reference,False,Latescibacterota,175,PF20580.1
GB_GCA_002727195.1,PBWH01000014.1_27,characterised_at_t0,51679,reference,False,Latescibacterota,776,
GB_GCA_002070295.1,MWCZ01000010.1_4,characterised_at_t0,51680,reference,False,Latescibacterota,371,
GB_GCA_002070295.1,MWCZ01000601.1_1,characterised_at_t0,51681,reference,False,Latescibacterota,436,PF18998.3
GB_GCA_002727195.1,PBWH01000021.1_139,characterised_at_t0,51682,reference,False,Latescibacterota,95,PF03692.18
GB_GCA_002070295.1,MWCZ01000043.1_5,characterised_at_t0,51683,reference,False,Latescibacterota,473,
GB_GCA_002070295.1,MWCZ01000082.1_6,characterised_at_t0,51684,reference,False,Latescibacterota,291,PF01261.27
GB_GCA_002727195.1,PBWH01000007.1_133,characterised_at_t0,51685,reference,False,Latescibacterota,659,
GB_GCA_002070295.1,MWCZ01000202.1_1,characterised_at_t0,51686,reference,False,Latescibacterota,108,
GB_GCA_002727195.1,PBWH01000027.1_97,characterised_at_t0,51687,reference,False,Latescibacterota,91,PF01557.21
GB_GCA_002070295.1,MWCZ01000457.1_3,characterised_at_t0,51688,reference,False,Latescibacterota,105,PF05016.18
GB_GCA_002070295.1,MWCZ01000218.1_7,characterised_at_t0,51689,reference,False,Latescibacterota,210,PF01914.20
GB_GCA_002727195.1,PBWH01000005.1_543,characterised_at_t0,51690,reference,False,Latescibacterota,449,
GB_GCA_002070295.1,MWCZ01000127.1_3,characterised_at_t0,51691,reference,False,Latescibacterota,561,PF00149.31
GB_GCA_002070295.1,MWCZ01000151.1_2,characterised_at_t0,51692,reference,False,Latescibacterota,465,PF02655.17
GB_GCA_002727195.1,PBWH01000015.1_94,characterised_at_t0,51693,reference,False,Latescibacterota,374,PF05426.15
GB_GCA_002727195.1,PBWH01000021.1_22,characterised_at_t0,51694,reference,False,Latescibacterota,172,PF01288.23
GB_GCA_002727195.1,PBWH01000027.1_136,characterised_at_t0,51695,reference,False,Latescibacterota,485,PF00884.26
GB_GCA_002727195.1,PBWH01000008.1_81,characterised_at_t0,51696,reference,False,Latescibacterota,144,PF09832.12
GB_GCA_002070295.1,MWCZ01000137.1_2,characterised_at_t0,51697,reference,False,Latescibacterota,460,
GB_GCA_002727195.1,PBWH01000005.1_424,characterised_at_t0,51698,reference,False,Latescibacterota,324,
GB_GCA_002727195.1,PBWH01000025.1_25,characterised_at_t0,51699,reference,False,Latescibacterota,97,PF07676.15
GB_GCA_002727195.1,PBWH01000011.1_45,characterised_at_t0,51700,reference,False,Latescibacterota,255,PF04338.15
GB_GCA_002727195.1,PBWH01000008.1_146,characterised_at_t0,51701,reference,False,Latescibacterota,288,PF05721.16
GB_GCA_002727195.1,PBWH01000014.1_274,characterised_at_t0,51702,reference,False,Latescibacterota,146,PF00571.31
GB_GCA_002727195.1,PBWH01000025.1_28,characterised_at_t0,51703,reference,False,Latescibacterota,564,
GB_GCA_002727195.1,PBWH01000020.1_176,characterised_at_t0,51704,reference,False,Latescibacterota,80,PF04542.17
GB_GCA_002070295.1,MWCZ01000123.1_8,characterised_at_t0,51705,reference,False,Latescibacterota,252,PF02223.20
GB_GCA_002727195.1,PBWH01000002.1_55,characterised_at_t0,51706,reference,False,Latescibacterota,102,PF03626.17
GB_GCA_002070295.1,MWCZ01000013.1_2,characterised_at_t0,51707,reference,False,Latescibacterota,244,PF09694.13
GB_GCA_002727195.1,PBWH01000005.1_457,characterised_at_t0,51708,reference,False,Latescibacterota,333,PF02615.17
GB_GCA_002727195.1,PBWH01000002.1_113,characterised_at_t0,51709,reference,False,Latescibacterota,125,
GB_GCA_002070295.1,MWCZ01000114.1_1,characterised_at_t0,51710,reference,False,Latescibacterota,98,
GB_GCA_002070295.1,MWCZ01000004.1_9,characterised_at_t0,51711,reference,False,Latescibacterota,226,
GB_GCA_002727195.1,PBWH01000006.1_679,characterised_at_t0,51712,reference,False,Latescibacterota,151,
GB_GCA_002070295.1,MWCZ01000012.1_12,characterised_at_t0,51713,reference,False,Latescibacterota,287,PF00528.25
GB_GCA_002727195.1,PBWH01000008.1_148,characterised_at_t0,51714,reference,False,Latescibacterota,396,
GB_GCA_002727195.1,PBWH01000005.1_263,characterised_at_t0,51715,reference,False,Latescibacterota,295,
GB_GCA_002070295.1,MWCZ01000043.1_11,characterised_at_t0,51716,reference,False,Latescibacterota,715,
GB_GCA_002727195.1,PBWH01000006.1_556,characterised_at_t0,51717,reference,False,Latescibacterota,92,PF03956.16
GB_GCA_002727195.1,PBWH01000031.1_77,characterised_at_t0,51718,reference,False,Latescibacterota,462,
GB_GCA_002727195.1,PBWH01000020.1_162,characterised_at_t0,51719,reference,False,Latescibacterota,199,PF01899.19
GB_GCA_002070295.1,MWCZ01000003.1_5,characterised_at_t0,51720,reference,False,Latescibacterota,427,
GB_GCA_002727195.1,PBWH01000003.1_200,characterised_at_t0,51721,reference,False,Latescibacterota,257,PF05721.16
GB_GCA_002727195.1,PBWH01000019.1_36,characterised_at_t0,51722,reference,False,Latescibacterota,145,PF08544.16
GB_GCA_002727195.1,PBWH01000006.1_252,characterised_at_t0,51723,reference,False,Latescibacterota,296,
GB_GCA_002070295.1,MWCZ01000548.1_1,characterised_at_t0,51724,reference,False,Latescibacterota,274,PF04055.24
GB_GCA_002727195.1,PBWH01000006.1_325,characterised_at_t0,51725,reference,False,Latescibacterota,247,PF01648.23
GB_GCA_002070295.1,MWCZ01000133.1_7,characterised_at_t0,51726,reference,False,Latescibacterota,356,
GB_GCA_002727195.1,PBWH01000023.1_177,characterised_at_t0,51727,reference,False,Latescibacterota,194,
GB_GCA_002727195.1,PBWH01000022.1_1,characterised_at_t0,51728,reference,False,Latescibacterota,473,
GB_GCA_002070295.1,MWCZ01000153.1_4,characterised_at_t0,51729,reference,False,Latescibacterota,793,PF13517.9
GB_GCA_002727195.1,PBWH01000005.1_557,characterised_at_t0,51730,reference,False,Latescibacterota,365,
GB_GCA_002727195.1,PBWH01000027.1_103,characterised_at_t0,51731,reference,False,Latescibacterota,355,
GB_GCA_002070295.1,MWCZ01000015.1_8,characterised_at_t0,51732,reference,False,Latescibacterota,119,PF02675.18
GB_GCA_002727195.1,PBWH01000015.1_70,characterised_at_t0,51733,reference,False,Latescibacterota,410,PF04748.16
