protein_id,family
NZ_FKIP01000931.1_3,PF04551.17
NZ_FKIP01000879.1_5,PF07690.19
NZ_FKIP01000869.1_6,PF04717.15
NZ_FKIP01001247.1_1,PF00563.23
NZ_FKIP01000863.1_1,PF13709.9
NZ_FKIP01000860.1_3,PF19878.2
NZ_FKIP01000354.1_1,PF09459.13
NZ_FKIP01000281.1_4,PF13151.9
NZ_FKIP01000292.1_2,PF07394.15
NZ_FKIP01000286.1_7,PF02604.22
NZ_FKIP01001083.1_1,PF13442.9
NZ_FKIP01000976.1_2,PF04365.16
NZ_FKIP01000314.1_2,PF16811.8
NZ_FKIP01000353.1_12,PF04075.17
NZ_FKIP01001206.1_2,PF01850.24
NZ_FKIP01000267.1_11,PF11794.11
NZ_FKIP01000051.1_5,PF00496.25
NZ_FKIP01000020.1_17,PF04255.17
NZ_FKIP01000254.1_10,PF00293.31
NZ_FKIP01000121.1_14,PF03480.16
NZ_FKIP01000582.1_7,PF05494.15
NZ_FKIP01000656.1_5,PF02397.19
NZ_FKIP01000323.1_9,PF02668.19
NZ_FKIP01000283.1_6,PF00145.20
NZ_FKIP01000405.1_10,PF00296.23
NZ_FKIP01000683.1_2,PF00291.28
NZ_FKIP01000278.1_6,PF08028.14
NZ_FKIP01000148.1_5,PF19834.2
NZ_FKIP01000172.1_1,PF00155.24
NZ_FKIP01000018.1_8,PF00694.22
NZ_FKIP01000185.1_7,PF08770.14
NZ_FKIP01000186.1_2,PF13229.9
NZ_FKIP01001004.1_3,PF14319.9
NZ_FKIP01000334.1_1,PF02481.18
NZ_FKIP01000334.1_8,PF00696.31
NZ_FKIP01000463.1_5,PF00496.25
NZ_FKIP01000473.1_4,PF03739.17
NZ_FKIP01000865.1_4,PF00909.24
NZ_FKIP01000794.1_4,PF00045.22
NZ_FKIP01000589.1_1,PF05685.15
NZ_FKIP01000594.1_8,PF02575.19
NZ_FKIP01000647.1_3,PF01850.24
NZ_FKIP01000730.1_2,PF00691.23
NZ_FKIP01000770.1_2,PF00578.24
SXND01000065.1_12,PF01557.21
SXND01000012.1_13,PF01553.24
SXND01000012.1_14,PF01148.23
SXND01000013.1_23,PF00296.23
SXND01000072.1_1,PF13424.9
SXND01000079.1_7,PF03972.17
SXND01000082.1_6,PF00296.23
SXND01000087.1_44,PF03776.17
SXND01000015.1_9,PF02515.20
SXND01000015.1_19,PF02861.23
SXND01000096.1_5,PF01850.24
SXND01000097.1_4,PF01934.20
SXND01000103.1_43,PF09585.13
SXND01000130.1_32,PF07282.14
SXND01000004.1_20,PF02661.21
SXND01000004.1_49,PF01135.22
SXND01000134.1_10,PF00296.23
SXND01000146.1_4,PF00296.23
SXND01000151.1_16,PF03328.17
SXND01000154.1_24,PF00420.27
SXND01000159.1_8,PF02515.20
SXND01000163.1_1,PF07995.14
SXND01000165.1_9,PF00496.25
SXND01000167.1_21,PF11563.11
SXND01000172.1_4,PF03787.18
SXND01000191.1_8,PF00476.23
SXND01000200.1_8,PF12973.10
SXND01000202.1_22,PF01063.22
SXND01000205.1_15,PF00293.31
SXND01000007.1_5,PF01702.21
SXND01000208.1_15,PF00072.27
SXND01000208.1_27,PF01817.24
SXND01000226.1_9,PF00293.31
SXND01000228.1_5,PF07963.15
SXND01000229.1_39,PF00296.23
SXND01000234.1_23,PF13699.9
SXND01000234.1_65,PF03683.16
SXND01000236.1_17,PF10282.12
SXND01000251.1_12,PF00582.29
SXND01000260.1_26,PF12728.10
SXND01000262.1_14,PF08899.14
SXND01000269.1_35,PF00950.20
SXND01000274.1_7,PF05729.15
SXND01000043.1_1,PF03971.17
SXND01000043.1_2,PF01935.20
NC_015499.1_30,PF00460.23
NC_015499.1_37,PF03473.20
NC_015499.1_68,PF02308.19
NC_015499.1_85,PF02321.21
NC_015499.1_98,PF00753.30
NC_015499.1_104,PF01012.24
NC_015499.1_148,PF01522.24
NC_015499.1_186,PF02146.20
NC_015499.1_253,PF02621.17
NC_015499.1_294,PF03808.16
NC_015499.1_347,PF02595.18
NC_015499.1_380,PF03988.15
NC_015499.1_394,PF00908.20
NC_015499.1_436,PF02229.19
NC_015499.1_475,PF02609.19
NC_015499.1_514,PF00410.22
NC_015499.1_552,PF00687.24
NC_015499.1_681,PF03775.19
NC_015499.1_718,PF01155.22
NC_015499.1_760,PF00313.25
NC_015499.1_770,PF03167.22
NC_015499.1_836,PF20393.1
NC_015499.1_909,PF00474.20
NC_015499.1_1077,PF02589.18
NC_015499.1_1103,PF00563.23
NC_015499.1_1120,PF07992.17
NC_015499.1_1166,PF00892.23
NC_015499.1_1271,PF01042.24
NC_015499.1_1284,PF02548.18
NC_015499.1_1322,PF00437.23
NC_015499.1_1403,PF00480.23
NC_015499.1_1413,PF01980.19
NC_015499.1_1440,PF02620.20
NC_015499.1_1458,PF00753.30
NC_015499.1_1466,PF03413.22
NC_015499.1_1571,PF06050.16
NC_015499.1_1632,PF00121.21
NC_015499.1_1705,PF08668.15
NC_015499.1_1732,PF09827.12
NC_015499.1_1760,PF00346.22
NC_015499.1_1782,PF03061.25
NC_015499.1_1794,PF01145.28
NC_015499.1_1807,PF02635.18
NC_015499.1_1816,PF06289.14
NC_015499.1_1831,PF13500.9
NC_015499.1_1858,PF00825.21
DRUY01000035.1_22,PF00551.22
DRUY01000261.1_14,PF13241.9
DRUY01000244.1_17,PF02350.22
DRUY01000050.1_15,PF02579.20
DRUY01000182.1_8,PF00828.22
DRUY01000069.1_1,PF08279.15
DRUY01000069.1_5,PF04307.17
DRUY01000138.1_6,PF11127.11
DRUY01000252.1_5,PF04468.15
DRUY01000213.1_10,PF03746.19
DRUY01000003.1_1,PF02146.20
DRUY01000202.1_3,PF00155.24
DRUY01000198.1_2,PF03772.19
DRUY01000096.1_8,PF02417.18
DRUY01000026.1_4,PF11741.11
DRUY01000228.1_9,PF00696.31
DRUY01000157.1_6,PF12118.11
DRUY01000221.1_2,PF01261.27
DRUY01000221.1_6,PF02653.19
DRUY01000190.1_7,PF02504.18
DRUY01000238.1_7,PF11563.11
DRUY01000133.1_11,PF00831.26
DRUY01000128.1_2,PF13520.9
DRUY01000170.1_4,PF02347.19
DRUY01000170.1_5,PF01597.22
DRUY01000023.1_4,PF00486.31
DRUY01000156.1_4,PF00809.25
DRUY01000230.1_4,PF02472.19
DRUY01000164.1_4,PF01545.24
DRUY01000078.1_1,PF00909.24
DRUY01000084.1_1,PF07690.19
DRUY01000139.1_1,PF10518.12
DRUY01000184.1_1,PF02963.19
DRUY01000226.1_4,PF02595.18
DRUY01000053.1_2,PF08240.15
DRUY01000009.1_2,PF09970.12
DRUY01000025.1_1,PF04280.18
JAEEJP010000097.1_13,PF01248.29
JAEEJP010000099.1_1,PF18560.4
JAEEJP010000099.1_8,PF00590.23
JAEEJP010000107.1_7,PF01242.22
JAEEJP010000111.1_3,PF08238.15
JAEEJP010000111.1_5,PF01661.24
JAEEJP010000112.1_18,PF00926.22
JAEEJP010000116.1_3,PF18446.4
JAEEJP010000122.1_11,PF04407.15
JAEEJP010000122.1_18,PF02596.18
JAEEJP010000122.1_22,PF00291.28
JAEEJP010000010.1_66,PF00202.24
JAEEJP010000011.1_18,PF08271.15
JAEEJP010000017.1_5,PF00572.21
JAEEJP010000019.1_6,PF19769.2
JAEEJP010000019.1_10,PF01963.20
JAEEJP010000019.1_12,PF00833.21
JAEEJP010000019.1_14,PF06245.14
JAEEJP010000020.1_14,PF13672.9
JAEEJP010000023.1_2,PF00239.24
JAEEJP010000004.1_25,PF07843.14
JAEEJP010000024.1_9,PF01090.22
JAEEJP010000026.1_12,PF13476.9
JAEEJP010000028.1_11,PF00999.24
JAEEJP010000029.1_12,PF04023.17
JAEEJP010000029.1_31,PF01012.24
JAEEJP010000030.1_2,PF09394.13
JAEEJP010000034.1_36,PF02581.20
JAEEJP010000034.1_40,PF07690.19
JAEEJP010000034.1_49,PF00117.31
JAEEJP010000034.1_60,PF08238.15
JAEEJP010000034.1_70,PF02624.19
JAEEJP010000034.1_81,PF09875.12
JAEEJP010000006.1_42,PF01261.27
JAEEJP010000006.1_44,PF02518.29
JAEEJP010000038.1_1,PF00589.25
JAEEJP010000038.1_8,PF01243.23
JAEEJP010000044.1_4,PF08798.14
JAEEJP010000044.1_8,PF09481.13
JAEEJP010000044.1_20,PF13151.9
JAEEJP010000046.1_4,PF01032.21
JAEEJP010000056.1_2,PF02661.21
JAEEJP010000063.1_3,PF01145.28
JAEEJP010000007.1_4,PF01676.21
JAEEJP010000007.1_8,PF04412.16
JAEEJP010000080.1_10,PF00126.30
JAEEJP010000080.1_12,PF02754.19
JAEEJP010000080.1_15,PF01871.20
JAEEJP010000081.1_6,PF02602.18
JAEEJP010000081.1_10,PF00490.24
JAEEJP010000081.1_29,PF13304.9
JAEEJP010000008.1_11,PF01381.25
JAEEJP010000091.1_2,PF00827.20
JAEEJP010000091.1_12,PF01176.22
JAEEJP010000095.1_24,PF01837.19
QMTU01000001.1_12,PF18143.4
QMTU01000003.1_16,PF03367.16
QMTU01000016.1_6,PF01171.23
QMTU01000019.1_8,PF03099.22
QMTU01000020.1_4,PF06093.16
QMTU01000027.1_5,PF01966.25
QMTU01000031.1_2,PF01878.21
QMTU01000032.1_2,PF00146.24
QMTU01000056.1_4,PF04930.18
QMTU01000058.1_3,PF06745.16
QMTU01000063.1_3,PF01411.22
QMTU01000065.1_5,PF01979.23
QMTU01000071.1_2,PF03237.18
QMTU01000095.1_6,PF01940.19
QMTU01000102.1_4,PF01951.19
QMTU01000112.1_2,PF02146.20
QMTU01000117.1_2,PF01889.20
QMTU01000121.1_1,PF01588.23
QMTU01000121.1_2,PF00596.24
QMTU01000126.1_2,PF13091.9
QMTU01000136.1_2,PF02195.21
QMTU01000137.1_4,PF00146.24
QMTU01000160.1_4,PF01467.29
QMTU01000162.1_2,PF02597.23
QMTU01000165.1_1,PF03463.18
QMTU01000173.1_1,PF03169.18
QMTU01000188.1_4,PF01351.21
QMTU01000194.1_1,PF04414.15
QMTU01000198.1_3,PF01739.21
QMTU01000203.1_3,PF01855.22
NZ_LR216287.1_117,PF01791.12
NZ_LR216287.1_119,PF00285.24
NZ_LR216287.1_126,PF20364.1
NZ_LR216287.1_165,PF13340.9
NZ_LR216287.1_181,PF04402.17
NZ_LR216287.1_220,PF00291.28
NZ_LR216287.1_229,PF13023.9
NZ_LR216287.1_266,PF01904.21
NZ_LR216287.1_393,PF00719.22
NZ_LR216287.1_481,PF01844.26
NZ_LR216287.1_547,PF07995.14
NZ_LR216287.1_574,PF04261.15
NZ_LR216287.1_610,PF00416.25
NZ_LR216287.1_622,PF12942.10
NZ_LR216287.1_741,PF18551.4
NZ_LR216287.1_774,PF01638.20
NZ_LR216287.1_803,PF00579.28
NZ_LR216287.1_832,PF05559.14
NZ_LR216287.1_953,PF03587.17
NZ_LR216287.1_1006,PF09490.13
NZ_LR216287.1_1008,PF20364.1
NZ_LR216287.1_1144,PF06150.15
NZ_LR216287.1_1208,PF01734.25
NZ_LR216287.1_1215,PF07883.14
NZ_LR216287.1_1226,PF01981.19
NZ_LR216287.1_1495,PF01734.25
NZ_LR216287.1_1715,PF01638.20
NZ_LR216287.1_1790,PF01246.23
NZ_LR216287.1_1801,PF01883.22
NZ_LR216287.1_2007,PF00582.29
NZ_LR216287.1_2032,PF02656.18
NZ_LR216287.1_2063,PF00211.23
NZ_LR216287.1_2080,PF00127.23
NZ_LR216287.1_2402,PF13610.9
NZ_LR216287.1_2593,PF00731.23
NZ_LR216287.1_2693,PF01904.21
NZ_LR216287.1_2764,PF00329.22
NZ_LR216287.1_2794,PF01551.25
NZ_LR216287.1_2873,PF00005.30
NZ_LR216287.1_2926,PF00293.31
NZ_LR216287.1_3010,PF01259.21
JAATVM010000044.1_4,PF04412.16
JAATVM010000049.1_11,PF09712.13
JAATVM010000049.1_17,PF02163.25
JAATVM010000056.1_8,PF01061.27
JAATVM010000060.1_6,PF00543.25
JAATVM010000068.1_1,PF00291.28
JAATVM010000071.1_7,PF02005.19
JAATVM010000078.1_10,PF01597.22
JAATVM010000086.1_4,PF18911.3
JAATVM010000089.1_2,PF00368.21
JAATVM010000089.1_4,PF00815.23
JAATVM010000095.1_8,PF00578.24
JAATVM010000098.1_2,PF18477.4
JAATVM010000100.1_3,PF17648.4
JAATVM010000109.1_3,PF00318.23
JAATVM010000111.1_3,PF14947.9
JAATVM010000120.1_7,PF14464.9
JAATVM010000121.1_2,PF00149.31
JAATVM010000124.1_2,PF11376.11
JAATVM010000133.1_5,PF01977.19
JAATVM010000149.1_3,PF19853.2
JAATVM010000155.1_17,PF00296.23
JAATVM010000018.1_10,PF01592.19
JAATVM010000165.1_5,PF09376.13
JAATVM010000186.1_9,PF01246.23
JAATVM010000198.1_5,PF01253.25
JAATVM010000204.1_2,PF00731.23
JAATVM010000206.1_2,PF01261.27
JAATVM010000208.1_1,PF01638.20
JAATVM010000216.1_8,PF01467.29
JAATVM010000245.1_10,PF01694.25
JAATVM010000250.1_4,PF01198.22
JAATVM010000251.1_6,PF02272.22
JAATVM010000251.1_8,PF00754.28
JAATVM010000254.1_5,PF02350.22
JAATVM010000031.1_7,PF08423.14
JAATVM010000035.1_6,PF00892.23
DRXH01000054.1_1,PF00296.23
DRXH01000080.1_11,PF01025.22
DRXH01000120.1_4,PF07690.19
DRXH01000143.1_5,PF01274.25
DRXH01000144.1_8,PF04055.24
DRXH01000167.1_8,PF18653.4
DRXH01000047.1_12,PF01282.22
DRXH01000015.1_2,PF02653.19
DRXH01000093.1_2,PF00005.30
DRXH01000041.1_8,PF09868.12
DRXH01000068.1_2,PF00579.28
DRXH01000169.1_4,PF08068.15
DRXH01000177.1_6,PF18998.3
DRXH01000179.1_2,PF02616.17
DRXH01000005.1_1,PF04493.17
DRXH01000040.1_5,PF01037.24
DRXH01000125.1_2,PF02597.23
DRXH01000035.1_2,PF00828.22
DRXH01000138.1_2,PF05168.17
DRXH01000138.1_4,PF04024.15
DRXH01000129.1_3,PF13412.9
NZ_AP013035.1_53,PF10825.11
NZ_AP013035.1_119,PF01862.19
NZ_AP013035.1_121,PF01066.24
NZ_AP013035.1_151,PF01220.22
NZ_AP013035.1_214,PF00361.23
NZ_AP013035.1_246,PF13557.9
NZ_AP013035.1_281,PF02578.18
NZ_AP013035.1_286,PF01632.22
NZ_AP013035.1_318,PF01702.21
NZ_AP013035.1_330,PF04981.16
NZ_AP013035.1_483,PF02577.17
NZ_AP013035.1_560,PF00171.25
NZ_AP013035.1_599,PF02405.19
NZ_AP013035.1_613,PF09413.13
NZ_AP013035.1_649,PF00460.23
NZ_AP013035.1_682,PF00378.23
NZ_AP013035.1_701,PF00990.24
NZ_AP013035.1_703,PF00990.24
NZ_AP013035.1_735,PF00590.23
NZ_AP013035.1_816,PF00490.24
NZ_AP013035.1_845,PF00582.29
NZ_AP013035.1_975,PF03186.16
NZ_AP013035.1_976,PF02277.20
NZ_AP013035.1_980,PF04085.17
NZ_AP013035.1_997,PF00872.21
NZ_AP013035.1_1024,PF00141.26
NZ_AP013035.1_1063,PF02310.22
NZ_AP013035.1_1118,PF02775.24
NZ_AP013035.1_1130,PF02321.21
NZ_AP013035.1_1229,PF00753.30
NZ_AP013035.1_1235,PF00015.24
NZ_AP013035.1_1249,PF00166.24
NZ_AP013035.1_1395,PF02504.18
NZ_AP013035.1_1436,PF01636.26
NZ_AP013035.1_1441,PF02652.17
NZ_AP013035.1_1446,PF02321.21
NZ_AP013035.1_1480,PF00828.22
NZ_AP013035.1_1484,PF00347.26
NZ_AP013035.1_1540,PF02350.22
NZ_AP013035.1_1575,PF00346.22
NZ_AP013035.1_1712,PF00696.31
NZ_AP013035.1_1726,PF02653.19
NZ_AP013035.1_1779,PF01258.20
NZ_AP013035.1_1799,PF03739.17
NZ_AP013035.1_1805,PF00543.25
NZ_AP013035.1_1817,PF00994.27
NZ_AP013035.1_1851,PF09335.14
WFSL01000001.1_39,PF04055.24
WFSL01000001.1_46,PF02410.18
WFSL01000001.1_49,PF00380.22
WFSL01000002.1_14,PF00908.20
WFSL01000002.1_29,PF02357.22
WFSL01000002.1_65,PF00475.21
WFSL01000002.1_66,PF05597.14
WFSL01000005.1_9,PF09335.14
WFSL01000008.1_29,PF00293.31
WFSL01000010.1_9,PF02620.20
WFSL01000010.1_24,PF02321.21
WFSL01000010.1_48,PF01293.23
WFSL01000010.1_53,PF01791.12
WFSL01000010.1_72,PF01039.25
WFSL01000012.1_7,PF00171.25
WFSL01000013.1_22,PF04463.15
WFSL01000013.1_26,PF01642.25
WFSL01000013.1_41,PF01790.21
WFSL01000013.1_43,PF01252.21
WFSL01000014.1_107,PF02515.20
WFSL01000014.1_179,PF00410.22
WFSL01000020.1_14,PF00266.22
WFSL01000024.1_29,PF01979.23
WFSL01000026.1_41,PF02775.24
WFSL01000027.1_11,PF02515.20
WFSL01000027.1_15,PF01797.19
WFSL01000027.1_22,PF00437.23
WFSL01000027.1_30,PF00155.24
WFSL01000032.1_36,PF00696.31
WFSL01000033.1_78,PF00909.24
WFSL01000034.1_7,PF02401.21
WFSL01000037.1_6,PF00920.24
WFSL01000037.1_35,PF01245.23
WFSL01000037.1_49,PF01850.24
WFSL01000037.1_51,PF01934.20
WFSL01000037.1_53,PF10047.12
JAAYCF010000105.1_1,PF01145.28
JAAYCF010000119.1_2,PF03553.17
JAAYCF010000125.1_1,PF08541.13
JAAYCF010000129.1_16,PF01196.22
JAAYCF010000132.1_12,PF00118.27
JAAYCF010000155.1_8,PF00436.28
JAAYCF010000156.1_8,PF00313.25
JAAYCF010000165.1_6,PF00041.24
JAAYCF010000167.1_6,PF07934.15
JAAYCF010000177.1_4,PF00137.24
JAAYCF010000185.1_15,PF00005.30
JAAYCF010000190.1_6,PF07977.16
JAAYCF010000193.1_2,PF02638.18
JAAYCF010000208.1_7,PF00584.23
JAAYCF010000211.1_9,PF04327.15
JAAYCF010000212.1_1,PF00669.23
JAAYCF010000225.1_10,PF03652.18
JAAYCF010000226.1_12,PF06723.16
JAAYCF010000228.1_4,PF00496.25
JAAYCF010000229.1_1,PF01048.23
JAAYCF010000242.1_4,PF00813.23
JAAYCF010000022.1_3,PF01509.21
JAAYCF010000023.1_3,PF14417.9
JAAYCF010000024.1_4,PF00005.30
JAAYCF010000025.1_3,PF04055.24
JAAYCF010000265.1_4,PF13522.9
JAAYCF010000266.1_2,PF05050.15
JAAYCF010000281.1_4,PF00574.26
JAAYCF010000284.1_7,PF00150.21
JAAYCF010000295.1_8,PF00072.27
JAAYCF010000305.1_8,PF01245.23
JAAYCF010000314.1_8,PF00528.25
JAAYCF010000314.1_11,PF04055.24
JAAYCF010000325.1_10,PF03167.22
JAAYCF010000327.1_2,PF01026.24
JAAYCF010000327.1_6,PF00144.27
JAAYCF010000332.1_10,PF01208.20
JAAYCF010000037.1_3,PF02620.20
JAAYCF010000364.1_3,PF03781.19
JAAYCF010000372.1_4,PF09723.13
JAAYCF010000381.1_1,PF00700.24
JAAYCF010000384.1_9,PF01554.21
JAAYCF010000385.1_7,PF00365.23
JAAYCF010000390.1_1,PF00535.29
JAAYCF010000083.1_12,PF20377.1
JAAYCF010000088.1_7,PF18949.3
NC_022792.1_9,PF03706.16
NC_022792.1_56,PF03480.16
NC_022792.1_156,PF00231.22
NC_022792.1_164,PF03646.18
NC_022792.1_319,PF00348.20
NC_022792.1_356,PF00764.22
NC_022792.1_454,PF01053.23
NC_022792.1_484,PF03816.17
NC_022792.1_491,PF00263.24
NC_022792.1_499,PF03099.22
NC_022792.1_513,PF03477.19
NC_022792.1_515,PF01933.21
NC_022792.1_533,PF01205.22
NC_022792.1_576,PF00237.22
NC_022792.1_626,PF03401.17
NC_022792.1_646,PF02566.22
NC_022792.1_740,PF01558.21
NC_022792.1_783,PF00825.21
NC_022792.1_835,PF01425.24
NC_022792.1_950,PF07690.19
NC_022792.1_968,PF01145.28
NC_022792.1_984,PF01966.25
NC_022792.1_1077,PF04011.15
NC_022792.1_1082,PF03069.18
NC_022792.1_1222,PF03787.18
NC_022792.1_1296,PF04015.15
NC_022792.1_1319,PF00528.25
NC_022792.1_1352,PF00528.25
NC_022792.1_1360,PF01632.22
NC_022792.1_1436,PF02653.19
NC_022792.1_1506,PF00293.31
NC_022792.1_1550,PF03061.25
NC_022792.1_1599,PF00248.24
NC_022792.1_1795,PF02775.24
NC_022792.1_1819,PF01628.24
NC_022792.1_1858,PF06289.14
NC_022792.1_2075,PF00041.24
DSSB01000258.1_6,PF14224.9
DSSB01000231.1_10,PF03061.25
DSSB01000491.1_3,PF02578.18
DSSB01000352.1_2,PF02321.21
DSSB01000241.1_8,PF00719.22
DSSB01000175.1_1,PF00849.25
DSSB01000614.1_6,PF03706.16
DSSB01000170.1_6,PF00885.22
DSSB01000139.1_9,PF14710.9
DSSB01000267.1_6,PF02130.20
DSSB01000074.1_1,PF00498.29
DSSB01000065.1_4,PF13801.9
DSSB01000493.1_4,PF01850.24
DSSB01000028.1_6,PF02446.20
DSSB01000513.1_4,PF07885.19
DSSB01000099.1_5,PF07238.17
DSSB01000500.1_2,PF01475.22
DSSB01000002.1_3,PF13372.9
DSSB01000552.1_1,PF12804.10
DSSB01000357.1_6,PF00155.24
DSSB01000456.1_7,PF01255.22
DSSB01000001.1_5,PF00252.21
DSSB01000001.1_7,PF00366.23
DSSB01000145.1_1,PF04134.15
DSSB01000070.1_7,PF02557.20
DSSB01000363.1_1,PF00425.21
DSSB01000140.1_5,PF10677.12
DSSB01000186.1_5,PF09712.13
DSSB01000536.1_1,PF01988.22
DSSB01000141.1_4,PF00581.23
DSSB01000232.1_4,PF01464.23
DSSB01000168.1_4,PF01741.21
DSSB01000551.1_2,PF00498.29
DSSB01000384.1_4,PF00475.21
DSSB01000384.1_6,PF04365.16
DSSB01000622.1_5,PF01264.24
DSSB01000465.1_4,PF04347.16
DSSB01000473.1_1,PF07584.14
DSSB01000103.1_1,PF07992.17
DSSB01000387.1_3,PF00177.24
DSSB01000261.1_2,PF01195.22
DSSB01000174.1_1,PF04607.20
DSSB01000036.1_1,PF01536.19
DSSB01000438.1_1,PF07995.14
DSSB01000043.1_1,PF00480.23
JAHJDR010000029.1_3,PF00999.24
JAHJDR010000029.1_4,PF00359.25
JAHJDR010000194.1_2,PF00355.29
JAHJDR010000197.1_8,PF00365.23
JAHJDR010000218.1_3,PF04326.17
JAHJDR010000227.1_10,PF14394.9
JAHJDR010000241.1_3,PF06071.16
JAHJDR010000265.1_1,PF02390.20
JAHJDR010000266.1_4,PF00572.21
JAHJDR010000280.1_4,PF00815.23
JAHJDR010000292.1_6,PF00924.21
JAHJDR010000304.1_7,PF01025.22
JAHJDR010000045.1_2,PF03330.21
JAHJDR010000324.1_5,PF01894.20
JAHJDR010000335.1_8,PF01187.21
JAHJDR010000360.1_10,PF09970.12
JAHJDR010000367.1_2,PF07238.17
JAHJDR010000376.1_2,PF01740.24
JAHJDR010000052.1_4,PF01797.19
JAHJDR010000391.1_4,PF02386.19
JAHJDR010000395.1_1,PF01261.27
JAHJDR010000397.1_1,PF03977.16
JAHJDR010000398.1_2,PF07804.15
JAHJDR010000401.1_4,PF00162.22
JAHJDR010000411.1_2,PF02604.22
JAHJDR010000418.1_12,PF00889.22
JAHJDR010000066.1_10,PF01618.19
JAHJDR010000067.1_10,PF00924.21
JAHJDR010000070.1_17,PF02662.19
JAHJDR010000073.1_17,PF04012.15
JAHJDR010000077.1_15,PF00253.24
JAHJDR010000009.1_6,PF06695.14
JAHJDR010000098.1_9,PF10543.12
JAHJDR010000099.1_12,PF03934.16
JAHJDR010000015.1_11,PF02033.21
JAHJDR010000127.1_7,PF03477.19
JAHJDR010000148.1_2,PF10108.12
JAHJDR010000025.1_2,PF00809.25
JAHJDR010000025.1_6,PF08331.13
JAHJDR010000165.1_5,PF02036.20
JAAYCL010000014.1_6,PF02677.17
JAAYCL010000014.1_40,PF01261.27
JAAYCL010000015.1_1,PF03968.17
JAAYCL010000015.1_22,PF11028.11
JAAYCL010000015.1_29,PF13231.9
JAAYCL010000018.1_15,PF04773.16
JAAYCL010000020.1_21,PF06305.14
JAAYCL010000021.1_14,PF11154.11
JAAYCL010000021.1_30,PF01042.24
JAAYCL010000022.1_18,PF01257.22
JAAYCL010000022.1_28,PF04932.18
JAAYCL010000023.1_41,PF01264.24
JAAYCL010000023.1_62,PF02464.20
JAAYCL010000023.1_73,PF00977.24
JAAYCL010000024.1_14,PF01564.20
JAAYCL010000025.1_21,PF07238.17
JAAYCL010000025.1_45,PF09852.12
JAAYCL010000026.1_46,PF03319.16
JAAYCL010000027.1_16,PF01850.24
JAAYCL010000027.1_27,PF01384.23
JAAYCL010000027.1_70,PF00348.20
JAAYCL010000027.1_72,PF13231.9
JAAYCL010000027.1_85,PF03319.16
JAAYCL010000004.1_5,PF04055.24
JAAYCL010000004.1_11,PF00082.25
JAAYCL010000030.1_11,PF02674.19
JAAYCL010000031.1_38,PF03934.16
JAAYCL010000031.1_53,PF07690.19
JAAYCL010000032.1_72,PF03773.16
JAAYCL010000035.1_27,PF09924.12
JAAYCL010000035.1_32,PF00126.30
JAAYCL010000035.1_55,PF14345.9
JAAYCL010000035.1_73,PF09972.12
JAAYCL010000006.1_22,PF00313.25
JAAYCL010000001.1_11,PF00217.22
JAAYCL010000001.1_69,PF02075.20
JAAYCL010000001.1_108,PF03065.18
JAAYCL010000036.1_6,PF12706.10
JAAYCL010000036.1_31,PF06545.14
JAAYCL010000036.1_55,PF10677.12
JAAYCL010000036.1_56,PF00528.25
JAAYCL010000036.1_81,PF04055.24
JAAYCL010000036.1_90,PF01467.29
JAAYCL010000036.1_116,PF00291.28
JAAYCL010000036.1_127,PF01230.26
JAAYCL010000008.1_43,PF18912.3
JAAYCL010000008.1_70,PF00410.22
JAAYCL010000037.1_56,PF05635.14
JAAYCL010000037.1_65,PF13414.9
JAAYCL010000037.1_147,PF04015.15
JAAYCL010000038.1_26,PF07478.16
JAAYCL010000038.1_49,PF01991.21
JAAYCL010000038.1_65,PF00753.30
JAAYCL010000039.1_4,PF00365.23
JAAYCL010000039.1_12,PF01931.21
JAAYCL010000011.1_10,PF13699.9
JAAYCL010000011.1_21,PF03109.19
JAAYCL010000011.1_35,PF00588.22
JAAYCL010000011.1_44,PF00963.21
JAAYCL010000042.1_6,PF01991.21
JAAYCL010000042.1_48,PF01037.24
JAAYCL010000042.1_52,PF12643.10
JAAYCL010000042.1_64,PF01098.22
JAAYCL010000042.1_80,PF01814.26
JAAYCL010000042.1_93,PF00572.21
JAAYCL010000042.1_103,PF00999.24
JAAYCL010000042.1_106,PF02579.20
JAAYCL010000042.1_117,PF02445.19
JAAYCL010000044.1_2,PF01327.24
JAAYCL010000044.1_53,PF01808.21
JAAYCL010000012.1_14,PF00871.20
JAAYCL010000013.1_10,PF01384.23
JAAYCL010000013.1_17,PF04456.15
JAAYCL010000013.1_28,PF04608.16
WOZJ01000015.1_10,PF00137.24
WOZJ01000015.1_33,PF00528.25
WOZJ01000015.1_58,PF00543.25
WOZJ01000067.1_6,PF12769.10
WOZJ01000046.1_9,PF00425.21
WOZJ01000008.1_7,PF02322.18
WOZJ01000014.1_11,PF03330.21
WOZJ01000050.1_12,PF01467.29
WOZJ01000050.1_111,PF03602.18
WOZJ01000050.1_164,PF00215.27
WOZJ01000050.1_167,PF00471.23
WOZJ01000050.1_182,PF00573.25
WOZJ01000050.1_194,PF00410.22
WOZJ01000050.1_203,PF00416.25
WOZJ01000050.1_260,PF02107.19
WOZJ01000006.1_5,PF01888.20
WOZJ01000041.1_24,PF13103.9
WOZJ01000051.1_1,PF06808.15
WOZJ01000028.1_6,PF01058.25
WOZJ01000049.1_21,PF02283.19
WOZJ01000058.1_3,PF01264.24
WOZJ01000016.1_19,PF01300.21
