genome_accession,protein_id,category
GB_GCA_002345475.1,DDWC01000128.1_18,characterised_at_t0
GB_GCA_009773495.1,WSXW01000015.1_45,characterised_at_t0
GB_GCA_002345475.1,DDWC01000241.1_2,characterised_at_t0
GB_GCA_002345475.1,DDWC01000128.1_7,characterised_at_t0
GB_GCA_009773495.1,WSXW01000005.1_95,characterised_at_t0
GB_GCA_009773495.1,WSXW01000001.1_175,characterised_at_t0
GB_GCA_009773495.1,WSXW01000006.1_26,characterised_at_t0
GB_GCA_002345475.1,DDWC01000131.1_10,characterised_at_t0
GB_GCA_009773495.1,WSXW01000015.1_6,characterised_at_t0
GB_GCA_002345475.1,DDWC01000159.1_15,characterised_at_t0
GB_GCA_009773495.1,WSXW01000008.1_122,characterised_at_t0
GB_GCA_002345475.1,DDWC01000009.1_8,characterised_at_t0
GB_GCA_009773495.1,WSXW01000006.1_76,characterised_at_t0
GB_GCA_002345475.1,DDWC01000008.1_10,characterised_at_t0
GB_GCA_002345475.1,DDWC01000118.1_1,characterised_at_t0
GB_GCA_009773495.1,WSXW01000001.1_21,characterised_at_t0
GB_GCA_009773495.1,WSXW01000001.1_156,characterised_at_t0
GB_GCA_009773495.1,WSXW01000003.1_40,characterised_at_t0
GB_GCA_002345475.1,DDWC01000084.1_25,characterised_at_t0
GB_GCA_009773495.1,WSXW01000001.1_47,characterised_at_t0
GB_GCA_002345475.1,DDWC01000055.1_4,characterised_at_t0
GB_GCA_002345475.1,DDWC01000116.1_5,characterised_at_t0
GB_GCA_002345475.1,DDWC01000223.1_12,characterised_at_t0
GB_GCA_002345475.1,DDWC01000080.1_10,characterised_at_t0
GB_GCA_002345475.1,DDWC01000182.1_7,characterised_at_t0
GB_GCA_002345475.1,DDWC01000067.1_1,characterised_at_t0
GB_GCA_002345475.1,DDWC01000163.1_4,characterised_at_t0
GB_GCA_002345475.1,DDWC01000133.1_54,characterised_at_t0
GB_GCA_002345475.1,DDWC01000158.1_1,characterised_at_t0
GB_GCA_009773495.1,WSXW01000026.1_31,characterised_at_t0
GB_GCA_009773495.1,WSXW01000011.1_9,characterised_at_t0
GB_GCA_009773495.1,WSXW01000018.1_20,characterised_at_t0
GB_GCA_009773495.1,WSXW01000007.1_47,characterised_at_t0
GB_GCA_009773495.1,WSXW01000004.1_96,characterised_at_t0
GB_GCA_009773495.1,WSXW01000022.1_19,characterised_at_t0
GB_GCA_009773495.1,WSXW01000014.1_40,characterised_at_t0
GB_GCA_002345475.1,DDWC01000060.1_22,characterised_at_t0
GB_GCA_002345475.1,DDWC01000072.1_7,characterised_at_t0
GB_GCA_002345475.1,DDWC01000126.1_5,characterised_at_t0
GB_GCA_009773495.1,WSXW01000024.1_29,characterised_at_t0
GB_GCA_002345475.1,DDWC01000009.1_4,characterised_at_t0
GB_GCA_002345475.1,DDWC01000030.1_7,characterised_at_t0
GB_GCA_002345475.1,DDWC01000013.1_10,characterised_at_t0
GB_GCA_002345475.1,DDWC01000185.1_7,characterised_at_t0
GB_GCA_002345475.1,DDWC01000154.1_4,characterised_at_t0
GB_GCA_002345475.1,DDWC01000135.1_1,characterised_at_t0
GB_GCA_002345475.1,DDWC01000027.1_12,characterised_at_t0
GB_GCA_002345475.1,DDWC01000013.1_2,characterised_at_t0
GB_GCA_002345475.1,DDWC01000133.1_10,characterised_at_t0
GB_GCA_009773495.1,WSXW01000043.1_1,characterised_at_t0
GB_GCA_002345475.1,DDWC01000150.1_8,characterised_at_t0
GB_GCA_002345475.1,DDWC01000242.1_1,characterised_at_t0
GB_GCA_009773495.1,WSXW01000002.1_17,characterised_at_t0
GB_GCA_009773495.1,WSXW01000042.1_15,characterised_at_t0
GB_GCA_009773495.1,WSXW01000028.1_21,characterised_at_t0
GB_GCA_009773495.1,WSXW01000002.1_107,characterised_at_t0
GB_GCA_009773495.1,WSXW01000047.1_14,characterised_at_t0
GB_GCA_002345475.1,DDWC01000164.1_7,characterised_at_t0
GB_GCA_009773495.1,WSXW01000002.1_59,characterised_at_t0
GB_GCA_009773495.1,WSXW01000003.1_101,characterised_at_t0
GB_GCA_002345475.1,DDWC01000173.1_17,characterised_at_t0
GB_GCA_002345475.1,DDWC01000146.1_2,characterised_at_t0
GB_GCA_002345475.1,DDWC01000104.1_1,characterised_at_t0
GB_GCA_009773495.1,WSXW01000001.1_83,characterised_at_t0
GB_GCA_009773495.1,WSXW01000012.1_48,characterised_at_t0
GB_GCA_002345475.1,DDWC01000173.1_21,characterised_at_t0
GB_GCA_009773495.1,WSXW01000066.1_6,characterised_at_t0
GB_GCA_002345475.1,DDWC01000210.1_2,characterised_at_t0
GB_GCA_009773495.1,WSXW01000029.1_55,characterised_at_t0
GB_GCA_009773495.1,WSXW01000002.1_126,characterised_at_t0
GB_GCA_009773495.1,WSXW01000011.1_19,characterised_at_t0
GB_GCA_002345475.1,DDWC01000108.1_2,characterised_at_t0
GB_GCA_002345475.1,DDWC01000031.1_1,characterised_at_t0
GB_GCA_009773495.1,WSXW01000007.1_32,characterised_at_t0
GB_GCA_009773495.1,WSXW01000008.1_75,characterised_at_t0
GB_GCA_009773495.1,WSXW01000005.1_67,characterised_at_t0
GB_GCA_009773495.1,WSXW01000001.1_27,characterised_at_t0
GB_GCA_002345475.1,DDWC01000148.1_5,characterised_at_t0
GB_GCA_009773495.1,WSXW01000043.1_12,characterised_at_t0
GB_GCA_009773495.1,WSXW01000007.1_14,characterised_at_t0
GB_GCA_002345475.1,DDWC01000215.1_6,characterised_at_t0
GB_GCA_009773495.1,WSXW01000018.1_7,characterised_at_t0
GB_GCA_009773495.1,WSXW01000046.1_7,characterised_at_t0
GB_GCA_009773495.1,WSXW01000023.1_26,characterised_at_t0
GB_GCA_009773495.1,WSXW01000001.1_44,characterised_at_t0
GB_GCA_002345475.1,DDWC01000024.1_3,characterised_at_t0
GB_GCA_002345475.1,DDWC01000090.1_8,characterised_at_t0
GB_GCA_002345475.1,DDWC01000251.1_9,characterised_at_t0
GB_GCA_002345475.1,DDWC01000026.1_6,characterised_at_t0
GB_GCA_009773495.1,WSXW01000001.1_12,characterised_at_t0
GB_GCA_002345475.1,DDWC01000151.1_3,characterised_at_t0
GB_GCA_002345475.1,DDWC01000102.1_15,characterised_at_t0
GB_GCA_009773495.1,WSXW01000001.1_199,characterised_at_t0
GB_GCA_009773495.1,WSXW01000015.1_5,characterised_at_t0
GB_GCA_002345475.1,DDWC01000143.1_13,characterised_at_t0
GB_GCA_002345475.1,DDWC01000138.1_12,characterised_at_t0
GB_GCA_002345475.1,DDWC01000180.1_5,characterised_at_t0
GB_GCA_009773495.1,WSXW01000001.1_95,characterised_at_t0
GB_GCA_002345475.1,DDWC01000128.1_8,characterised_at_t0
GB_GCA_002345475.1,DDWC01000207.1_5,characterised_at_t0
GB_GCA_009773495.1,WSXW01000008.1_100,characterised_at_t0
GB_GCA_009773495.1,WSXW01000008.1_126,characterised_at_t0
GB_GCA_002345475.1,DDWC01000254.1_2,characterised_at_t0
GB_GCA_002345475.1,DDWC01000034.1_24,characterised_at_t0
GB_GCA_009773495.1,WSXW01000027.1_5,characterised_at_t0
GB_GCA_009773495.1,WSXW01000052.1_10,characterised_at_t0
GB_GCA_002345475.1,DDWC01000200.1_2,characterised_at_t0
GB_GCA_009773495.1,WSXW01000015.1_28,characterised_at_t0
GB_GCA_009773495.1,WSXW01000005.1_90,characterised_at_t0
GB_GCA_009773495.1,WSXW01000073.1_1,characterised_at_t0
GB_GCA_002345475.1,DDWC01000210.1_10,characterised_at_t0
GB_GCA_002345475.1,DDWC01000053.1_20,characterised_at_t0
GB_GCA_002345475.1,DDWC01000050.1_4,characterised_at_t0
GB_GCA_009773495.1,WSXW01000029.1_32,characterised_at_t0
GB_GCA_009773495.1,WSXW01000010.1_48,characterised_at_t0
GB_GCA_002345475.1,DDWC01000252.1_1,characterised_at_t0
GB_GCA_002345475.1,DDWC01000138.1_8,characterised_at_t0
GB_GCA_002345475.1,DDWC01000246.1_4,characterised_at_t0
GB_GCA_002345475.1,DDWC01000112.1_5,characterised_at_t0
GB_GCA_002345475.1,DDWC01000133.1_31,characterised_at_t0
GB_GCA_009773495.1,WSXW01000005.1_51,characterised_at_t0
GB_GCA_002345475.1,DDWC01000099.1_3,characterised_at_t0
GB_GCA_002345475.1,DDWC01000133.1_51,characterised_at_t0
GB_GCA_002345475.1,DDWC01000176.1_7,characterised_at_t0
GB_GCA_002345475.1,DDWC01000002.1_7,characterised_at_t0
GB_GCA_009773495.1,WSXW01000045.1_6,characterised_at_t0
GB_GCA_002345475.1,DDWC01000124.1_8,characterised_at_t0
GB_GCA_002345475.1,DDWC01000104.1_6,characterised_at_t0
GB_GCA_002345475.1,DDWC01000117.1_5,characterised_at_t0
GB_GCA_002345475.1,DDWC01000087.1_1,characterised_at_t0
GB_GCA_002345475.1,DDWC01000091.1_2,characterised_at_t0
GB_GCA_002345475.1,DDWC01000220.1_22,characterised_at_t0
GB_GCA_009773495.1,WSXW01000004.1_105,characterised_at_t0
GB_GCA_009773495.1,WSXW01000001.1_76,characterised_at_t0
GB_GCA_002345475.1,DDWC01000007.1_10,characterised_at_t0
GB_GCA_009773495.1,WSXW01000001.1_14,characterised_at_t0
GB_GCA_002345475.1,DDWC01000255.1_7,characterised_at_t0
GB_GCA_009773495.1,WSXW01000011.1_27,characterised_at_t0
GB_GCA_002345475.1,DDWC01000064.1_1,characterised_at_t0
GB_GCA_009773495.1,WSXW01000004.1_18,characterised_at_t0
GB_GCA_009773495.1,WSXW01000046.1_16,characterised_at_t0
GB_GCA_009773495.1,WSXW01000016.1_10,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_265,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_334,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2421,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1937,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2197,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_965,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378931.1_1,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378994.1_6,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379024.1_8,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_719,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1185,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379003.1_30,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379003.1_14,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1430,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2036,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_355,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378915.1_5,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378903.1_11,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379022.1_40,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2315,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378981.1_14,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379006.1_14,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379006.1_20,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_955,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1479,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378957.1_3,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2336,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_712,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1115,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379000.1_2,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_537,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_192,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1831,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2395,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379016.1_19,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379006.1_4,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2013,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378970.1_10,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379011.1_13,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378937.1_14,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379013.1_39,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1208,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1335,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_517,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378915.1_9,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378900.1_1,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378965.1_10,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2159,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378910.1_10,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1730,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1046,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_451,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1781,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2423,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1597,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1411,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379004.1_22,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379024.1_32,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378977.1_10,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378945.1_1,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379025.1_19,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379019.1_33,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1363,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378965.1_48,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379025.1_17,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1051,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378921.1_4,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379013.1_26,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379022.1_24,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378918.1_32,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2427,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1454,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2418,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379013.1_13,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378903.1_38,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2227,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379007.1_16,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_901,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378927.1_2,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379004.1_76,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1997,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379016.1_11,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_739,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_797,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379014.1_2,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378959.1_28,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379009.1_9,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378937.1_3,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378955.1_1,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378940.1_7,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1702,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379016.1_42,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378981.1_52,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2290,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_224,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378971.1_65,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379006.1_17,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378917.1_13,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379016.1_8,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1707,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1193,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378968.1_4,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378959.1_7,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378918.1_24,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379026.1_11,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378927.1_1,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1725,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378910.1_14,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_365,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1190,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379004.1_25,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378905.1_1,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2280,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_627,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1329,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378971.1_11,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378990.1_2,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378988.1_31,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379024.1_15,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378981.1_36,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2217,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378980.1_31,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378980.1_86,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2334,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_22,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1038,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_433,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378909.1_4,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378980.1_12,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2196,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378986.1_9,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378903.1_23,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2304,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379026.1_25,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378965.1_15,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1132,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379004.1_61,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_342,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378918.1_4,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_257,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_67,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378980.1_22,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379026.1_5,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378977.1_2,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379003.1_16,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379019.1_30,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_862,characterised_at_t0
RS_GCF_000235465.1,NZ_JH379013.1_17,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1627,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378953.1_18,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2074,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_702,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378910.1_6,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378933.1_18,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1663,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_1895,characterised_at_t0
RS_GCF_000235465.1,NZ_JH378970.1_3,characterised_at_t0
RS_GCF_000158275.2,NZ_CP007062.1_2392,characterised_at_t0
GB_GCA_001730085.1,MDLB01000108.1_16,characterised_at_t0
GB_GCA_001730085.1,MDLB01000061.1_6,characterised_at_t0
GB_GCA_001730085.1,MDLB01000103.1_7,characterised_at_t0
GB_GCA_001730085.1,MDLB01000087.1_7,characterised_at_t0
GB_GCA_001730085.1,MDLB01000076.1_3,characterised_at_t0
GB_GCA_001730085.1,MDLB01000027.1_6,characterised_at_t0
GB_GCA_001730085.1,MDLB01000104.1_31,characterised_at_t0
GB_GCA_001730085.1,MDLB01000049.1_7,characterised_at_t0
GB_GCA_001730085.1,MDLB01000108.1_39,characterised_at_t0
GB_GCA_001730085.1,MDLB01000071.1_11,characterised_at_t0
GB_GCA_001730085.1,MDLB01000091.1_1,characterised_at_t0
GB_GCA_001730085.1,MDLB01000054.1_2,characterised_at_t0
GB_GCA_001730085.1,MDLB01000099.1_14,characterised_at_t0
GB_GCA_001730085.1,MDLB01000107.1_68,characterised_at_t0
GB_GCA_001730085.1,MDLB01000024.1_2,characterised_at_t0
GB_GCA_001730085.1,MDLB01000067.1_10,characterised_at_t0
GB_GCA_001730085.1,MDLB01000073.1_4,characterised_at_t0
GB_GCA_001730085.1,MDLB01000107.1_30,characterised_at_t0
GB_GCA_001730085.1,MDLB01000108.1_68,characterised_at_t0
GB_GCA_001730085.1,MDLB01000107.1_20,characterised_at_t0
GB_GCA_001730085.1,MDLB01000019.1_5,characterised_at_t0
GB_GCA_001730085.1,MDLB01000099.1_2,characterised_at_t0
GB_GCA_001730085.1,MDLB01000108.1_3,characterised_at_t0
GB_GCA_001730085.1,MDLB01000073.1_15,characterised_at_t0
GB_GCA_001730085.1,MDLB01000106.1_41,characterised_at_t0
GB_GCA_001730085.1,MDLB01000108.1_71,characterised_at_t0
GB_GCA_001730085.1,MDLB01000101.1_8,characterised_at_t0
GB_GCA_001730085.1,MDLB01000107.1_77,characterised_at_t0
GB_GCA_001730085.1,MDLB01000099.1_8,characterised_at_t0
GB_GCA_001730085.1,MDLB01000018.1_6,characterised_at_t0
GB_GCA_001730085.1,MDLB01000106.1_3,characterised_at_t0
GB_GCA_001730085.1,MDLB01000085.1_11,characterised_at_t0
GB_GCA_001730085.1,MDLB01000036.1_2,characterised_at_t0
GB_GCA_001730085.1,MDLB01000058.1_12,characterised_at_t0
GB_GCA_001730085.1,MDLB01000106.1_52,characterised_at_t0
GB_GCA_001730085.1,MDLB01000058.1_13,characterised_at_t0
GB_GCA_001730085.1,MDLB01000048.1_6,characterised_at_t0
GB_GCA_001730085.1,MDLB01000088.1_10,characterised_at_t0
GB_GCA_001730085.1,MDLB01000101.1_10,characterised_at_t0
GB_GCA_001730085.1,MDLB01000103.1_37,characterised_at_t0
GB_GCA_001730085.1,MDLB01000076.1_15,characterised_at_t0
GB_GCA_001730085.1,MDLB01000107.1_29,characterised_at_t0
GB_GCA_001730085.1,MDLB01000108.1_44,characterised_at_t0
GB_GCA_001730085.1,MDLB01000041.1_2,characterised_at_t0
GB_GCA_001730085.1,MDLB01000047.1_4,characterised_at_t0
GB_GCA_001730085.1,MDLB01000108.1_86,characterised_at_t0
GB_GCA_001730085.1,MDLB01000107.1_53,characterised_at_t0
GB_GCA_001730085.1,MDLB01000085.1_14,characterised_at_t0
GB_GCA_001730085.1,MDLB01000108.1_13,characterised_at_t0
GB_GCA_001730085.1,MDLB01000086.1_12,characterised_at_t0
GB_GCA_001730085.1,MDLB01000099.1_9,characterised_at_t0
GB_GCA_001730085.1,MDLB01000103.1_22,characterised_at_t0
GB_GCA_001730085.1,MDLB01000106.1_30,characterised_at_t0
GB_GCA_001730085.1,MDLB01000088.1_12,characterised_at_t0
GB_GCA_001730085.1,MDLB01000086.1_16,characterised_at_t0
GB_GCA_001730085.1,MDLB01000108.1_20,characterised_at_t0
GB_GCA_001730085.1,MDLB01000093.1_5,characterised_at_t0
GB_GCA_001730085.1,MDLB01000083.1_9,characterised_at_t0
GB_GCA_001730085.1,MDLB01000094.1_26,characterised_at_t0
GB_GCA_001730085.1,MDLB01000094.1_3,characterised_at_t0
GB_GCA_001730085.1,MDLB01000037.1_5,characterised_at_t0
GB_GCA_001730085.1,MDLB01000018.1_5,characterised_at_t0
GB_GCA_001730085.1,MDLB01000099.1_20,characterised_at_t0
GB_GCA_001730085.1,MDLB01000099.1_30,characterised_at_t0
GB_GCA_001730085.1,MDLB01000069.1_4,characterised_at_t0
GB_GCA_001730085.1,MDLB01000096.1_4,characterised_at_t0
GB_GCA_001730085.1,MDLB01000108.1_8,characterised_at_t0
GB_GCA_001730085.1,MDLB01000031.1_1,characterised_at_t0
GB_GCA_001730085.1,MDLB01000073.1_1,characterised_at_t0
GB_GCA_001730085.1,MDLB01000064.1_13,characterised_at_t0
GB_GCA_001730085.1,MDLB01000098.1_19,characterised_at_t0
GB_GCA_001730085.1,MDLB01000101.1_25,characterised_at_t0
GB_GCA_001730085.1,MDLB01000083.1_11,characterised_at_t0
GB_GCA_001730085.1,MDLB01000103.1_17,characterised_at_t0
GB_GCA_001730085.1,MDLB01000063.1_4,characterised_at_t0
GB_GCA_001730085.1,MDLB01000048.1_2,characterised_at_t0
GB_GCA_001730085.1,MDLB01000023.1_5,characterised_at_t0
GB_GCA_001730085.1,MDLB01000076.1_11,characterised_at_t0
GB_GCA_001730085.1,MDLB01000101.1_2,characterised_at_t0
GB_GCA_001730085.1,MDLB01000086.1_10,characterised_at_t0
GB_GCA_001730085.1,MDLB01000012.1_4,characterised_at_t0
GB_GCA_001730085.1,MDLB01000098.1_17,characterised_at_t0
GB_GCA_001730085.1,MDLB01000094.1_15,characterised_at_t0
GB_GCA_001730085.1,MDLB01000096.1_21,characterised_at_t0
GB_GCA_001730085.1,MDLB01000108.1_61,characterised_at_t0
GB_GCA_001730085.1,MDLB01000045.1_2,characterised_at_t0
GB_GCA_001730085.1,MDLB01000103.1_26,characterised_at_t0
GB_GCA_001730085.1,MDLB01000108.1_31,characterised_at_t0
GB_GCA_001730085.1,MDLB01000106.1_34,characterised_at_t0
GB_GCA_001730085.1,MDLB01000081.1_17,characterised_at_t0
GB_GCA_001730085.1,MDLB01000091.1_10,characterised_at_t0
GB_GCA_001730085.1,MDLB01000083.1_5,characterised_at_t0
GB_GCA_001730085.1,MDLB01000027.1_1,characterised_at_t0
GB_GCA_001730085.1,MDLB01000035.1_1,characterised_at_t0
GB_GCA_001730085.1,MDLB01000053.1_11,characterised_at_t0
GB_GCA_001730085.1,MDLB01000108.1_81,characterised_at_t0
GB_GCA_001730085.1,MDLB01000104.1_8,characterised_at_t0
GB_GCA_001730085.1,MDLB01000094.1_5,characterised_at_t0
GB_GCA_001730085.1,MDLB01000102.1_29,characterised_at_t0
GB_GCA_001730085.1,MDLB01000096.1_5,characterised_at_t0
GB_GCA_001730085.1,MDLB01000102.1_2,characterised_at_t0
GB_GCA_001730085.1,MDLB01000078.1_14,characterised_at_t0
GB_GCA_001730085.1,MDLB01000030.1_9,characterised_at_t0
GB_GCA_001730085.1,MDLB01000057.1_5,characterised_at_t0
GB_GCA_001730085.1,MDLB01000087.1_14,characterised_at_t0
